Plate,Strain,time,2'FL,3FL,3'SL,DFLac,6'SL,LNT,LNnT,LNFP I,LNFP II,LNFP III,LSTb,LSTc,DFLNT,LNH,DSLNT,FLNH,DFLNH,FDSLNH,DSLNH,SUM,Sia,Fuc
HMO_assay-2020-11-12,NS6 100 SKV AN,0,1995.694077,364.2066088,319.3457996,111.7080629,258.2931203,2121.965458,235.1954816,1033.271393,1530.599989,38.46163167,155.0750788,182.4222154,966.6885622,163.0139391,141.5830783,563.130392,186.1669846,300.8413363,161.0366437,10828.69985,2122.058331,8355.332647
HMO_assay-2020-11-12,NS6 100 SKV AN,48,2021.118461,398.9245974,326.6177155,129.5219101,254.1205034,2255.004294,246.8152171,1099.259538,1615.722708,33.57610304,180.7391592,186.4339146,1028.133006,173.992955,145.6972422,611.18813,197.3358109,322.0934051,165.1062576,11391.40093,2213.705102,8811.864398
HMO_assay-2020-11-12,NS6 101 BHI AN,0,2001.440471,360.2918569,341.0267152,126.6493605,221.0447604,2122.746985,202.4122484,1068.539937,1540.167856,41.41914302,110.4282987,201.4172157,993.1542567,156.5891387,232.4451856,548.476431,180.4145509,305.7306031,181.5783128,10935.97333,2313.425193,8466.502634
HMO_assay-2020-11-12,NS6 101 BHI AN,48,2214.848323,401.0797479,313.8297117,155.1699057,242.4405078,2435.88295,279.0624988,1168.865534,1735.38908,32.91063969,227.2391378,184.9921447,1092.158343,190.5533399,122.774185,650.6504661,216.8248205,345.2736621,165.666298,12175.6113,2235.929792,9477.32359
HMO_assay-2020-11-18,NS6 101 FMU AN,0,2198.909924,387.8740385,353.0729895,132.0139203,261.3279594,2179.717792,245.7008628,1059.771931,1553.176084,38.78214884,178.2572436,181.6752137,988.5430647,168.233863,138.1211947,571.8601018,194.5007832,311.5180085,160.5323041,11303.58943,2194.676421,8752.007773
HMO_assay-2020-11-18,NS6 101 FMU AN,48,3.30403724,32.23108493,80.95722834,25.54950697,248.0951359,2051.253844,233.3822053,588.3710777,1.711741857,123.3958782,187.197306,266.9524903,88.86695645,176.9178613,128.8266849,76.60216664,164.6750492,25.86789569,19.98035078,4524.138502,1132.552023,1409.666908
HMO_assay-2020-10-30,NS6 101 GAM AN,0,2172.428919,401.4273627,410.3663295,116.9024348,269.6776551,2233.882589,218.1433061,1231.596586,1614.830492,48.87245659,132.2324915,208.3193796,1051.578191,168.9383559,210.0820864,577.1694169,193.7626539,326.0289664,193.5997824,11779.83945,2480.017526,9096.840759
HMO_assay-2020-10-30,NS6 101 GAM AN,48,60.6119002,453.6898537,351.0455675,102.6230136,295.07292,3557.671672,283.3473259,845.3807457,1305.424749,188.7110326,225.5831586,203.3329163,1121.08928,304.8064452,152.6267523,646.1846952,168.8457766,245.6875876,136.5556377,10648.29103,2144.774518,6530.806703
HMO_assay-2020-11-12,NS6 101 PEC AN,0,2147.577011,381.6645413,337.6730039,129.390168,253.1693996,2290.194203,265.0092753,1122.877048,1653.735323,42.99112132,190.8748782,183.9626526,1039.939617,180.9326856,132.9892374,616.6044327,197.7654419,326.7683179,165.9076727,11660.02603,2217.01039,9026.408249
HMO_assay-2020-11-12,NS6 101 PEC AN,48,2169.706522,417.7598036,327.4358446,126.532419,197.8775578,2380.036738,304.765442,1142.9488,1698.127189,41.04303974,206.0098461,190.2632467,1067.395301,183.7633835,131.6198472,633.0991875,205.9376179,336.8808664,174.0663589,11935.26901,2206.72064,9239.296084
HMO_assay-2020-11-26,NS6 103 FAA(EtOH) AN,0,2116.625423,396.9126866,390.7182724,113.5593171,288.0496866,2138.396914,246.1650874,1077.148076,1560.674985,40.95019778,117.4525705,203.1521021,1006.724044,156.1120778,227.0061713,537.8033676,179.9553374,305.9011995,188.8609514,11292.16847,2442.909276,8636.493333
HMO_assay-2020-11-26,NS6 103 FAA(EtOH) AN,48,2278.71915,411.3943894,414.0241033,122.6222964,310.9419716,2278.516721,244.5455889,1144.297525,1654.188745,50.47657055,128.6129368,214.2864753,1068.282837,171.9620755,235.8458081,578.4524313,198.1199454,326.0354898,200.9383877,12032.26345,2593.504858,9221.614459
HMO_assay-2020-11-26,NS6 104 FAA(EtOH) AN,0,2233.065027,419.8037092,404.6933187,124.2720842,278.4084627,2287.263789,229.5397423,1138.418364,1624.533567,40.40997241,118.797294,214.2847787,1057.028249,170.2539695,247.0667142,554.385919,197.8339244,323.5143648,202.3796646,11865.95291,2562.105341,9092.399438
HMO_assay-2020-11-26,NS6 104 FAA(EtOH) AN,48,2112.477003,391.204029,384.982704,119.3614294,277.0767381,2169.316825,219.8067942,1065.309428,1559.354596,41.66898552,116.6491871,205.7162899,1006.313787,162.3177752,227.7041821,533.6113018,188.4105691,308.9177215,189.7381817,11279.93753,2437.14509,8640.714636
HMO_assay-2020-11-18,NS6 104 NB AN,0,2368.204577,345.301141,473.3126372,145.6147906,314.7860141,2237.673255,238.3869434,1104.350915,1621.618711,52.05217337,114.9512832,212.4725101,1033.32292,165.3735978,241.8797715,580.6650267,202.7158259,337.0748353,200.2528665,11990.00979,2673.937391,9172.574452
HMO_assay-2020-11-18,NS6 104 NB AN,48,25.0684944,382.9488283,377.4895067,121.1087216,291.9763509,2125.424373,201.1929057,886.7683033,1348.370405,95.64691499,110.7103861,195.9867737,951.9349607,138.6934391,234.1159452,482.100597,158.915135,282.1734045,177.3362839,8587.961729,2363.414284,5966.994582
HMO_assay-2020-11-03,NS6 105 FMU AN,0,2155.720963,365.9843328,440.4808003,90.9537086,259.4792248,2277.656168,223.3004399,1172.117368,1670.58911,52.61083374,143.1347031,210.4969764,1131.908473,173.9754745,219.2938701,581.887653,204.7641651,338.2630766,213.1672204,11925.78456,2595.040039,9192.426031
HMO_assay-2020-11-03,NS6 105 FMU AN,48,1522.686148,377.3647995,403.2529454,86.6812869,251.1789179,2232.158949,206.6171488,1108.082772,1656.89169,70.01486561,138.6286378,215.7887087,1105.234375,161.8754769,213.3506909,555.8922525,179.7893535,319.1537122,208.7892336,11013.43196,2491.436483,8353.49627
HMO_assay-2020-11-26,NS6 124 FAA AN,0,2346.910579,420.9147295,492.0686702,146.8569132,303.9029933,2275.066353,222.5089328,1111.841047,1695.492686,42.01900368,121.3899939,204.0672835,1135.063935,170.73704,244.498078,575.8124209,188.7908606,335.9134638,199.9954268,12233.85041,2682.242878,9470.327349
HMO_assay-2020-11-26,NS6 124 FAA AN,48,2365.548417,449.737179,466.1660283,153.64328,327.9658274,2176.914959,230.5095445,1147.373382,1752.433868,49.27680148,122.7791233,210.4954293,1176.958484,166.9224264,248.9330908,560.4563975,191.8199153,339.0069314,202.0592524,12339.00034,2707.404958,9708.676336
HMO_assay-2020-11-07,NS6 127 TSA AN,0,2106.269661,380.203772,347.2759689,102.3328885,216.9221856,2125.774681,221.6180624,1055.9027,1557.41163,46.34307786,164.5538207,172.3132629,977.2544558,158.5015728,145.6665394,560.3325074,186.3806553,310.4037817,161.3090108,10996.77023,2135.823902,8548.803129
HMO_assay-2020-11-07,NS6 127 TSA AN,48,2093.404759,411.5554341,389.9493528,99.29429485,260.6056058,2291.98728,250.0705572,1113.166906,1612.509599,45.43553907,195.6632593,177.5369535,1037.862766,189.8250455,134.7984293,597.691404,197.3054273,320.5862119,161.189614,11580.43844,2256.903682,8863.274829
HMO_assay-2020-11-18,NS6 137 MRS AN,0,2225.343936,332.8045967,447.6648762,138.1574991,291.9659095,2146.310248,221.1077341,1054.406318,1543.019683,45.82870032,106.9905083,198.6932444,990.8629342,159.7029431,234.9733284,540.4100493,194.0910104,319.5306568,194.7570706,11386.62125,2543.83665,8707.566828
HMO_assay-2020-11-18,NS6 137 MRS AN,48,16.52480736,393.4957009,385.4683601,129.653327,328.2126129,2911.706579,247.0508094,351.1488402,1559.1437,41.13933252,121.1595529,196.5947607,988.7098852,205.925507,224.2999852,590.402269,102.9812766,317.3479159,172.6267495,9283.591971,2459.984588,5711.891544
HMO_assay-2020-11-03,NS6 137 NB AN,0,2100.76504,361.7986077,450.9622993,82.0759291,277.7280336,2181.145283,230.9954838,1120.54873,1608.235288,57.87537037,131.0413726,207.6012469,1066.424395,164.4035817,202.8731706,539.9300537,186.1955387,310.459985,198.9785556,11480.03796,2491.956375,8769.0048
HMO_assay-2020-11-03,NS6 137 NB AN,48,1033.538048,371.1752661,383.1716613,71.81622957,181.9545137,1597.132549,69.53969543,1113.207883,1051.634981,353.5697857,92.81524035,128.3799577,1065.852305,78.44251322,178.7107367,400.1316737,194.733878,204.8206898,151.1874095,8721.815017,1855.759045,7192.883152
HMO_assay-2020-11-18,NS6 148 TSA AN,0,2348.955832,382.7636281,456.5484143,137.9364837,307.7099925,2215.481781,236.2050608,1096.53742,1602.477182,46.10579728,120.3423697,204.4843321,1034.985332,163.3804204,225.1973174,576.9362696,201.2033288,326.793678,193.4163353,11877.46097,2579.89977,9128.820096
HMO_assay-2020-11-18,NS6 148 TSA AN,48,2427.963465,429.9512749,361.8672701,71.83919072,108.4430839,2736.207162,416.6148007,1185.558482,1746.249085,16.1005021,11.09628033,28.64568394,1087.466312,298.7035633,32.13736309,941.0196415,130.3113265,367.4206222,7.03790718,12404.63302,1323.244103,9693.496731
HMO_assay-2020-11-01,NS6 158 CNA AN,0,2205.841362,449.7160861,422.4348077,109.911307,282.1096077,2228.202712,228.5877151,1130.257962,1620.551548,48.405592,139.7612469,213.7446007,1028.561868,166.1740358,207.7213231,563.0384401,190.213814,316.1207757,194.8577843,11746.21259,2495.450029,8991.305744
HMO_assay-2020-11-01,NS6 158 CNA AN,48,2227.02101,415.3411161,392.5187541,122.295144,285.4748226,2260.381654,249.074176,1084.28761,1621.301123,38.43114462,149.6212352,202.0240235,1028.816341,171.1473805,199.3766776,569.4527069,193.1384703,329.1356249,188.9589511,11727.79797,2464.581343,8973.470246
HMO_assay-2020-11-01,NS6 16 MRS AN,0,2177.016492,425.3882848,417.0113132,106.8231681,265.5346607,2250.850964,240.3897469,1091.954817,1604.23328,39.72302354,126.9376347,205.9752512,1017.082748,163.4880386,220.7374011,562.8381075,188.0775308,327.424127,202.4864868,11633.97308,2516.75489,8852.545025
HMO_assay-2020-11-01,NS6 16 MRS AN,48,2284.542699,435.2954997,429.2407776,102.5215021,299.5735182,2283.073019,223.2371402,1151.59898,1664.534203,39.4286707,143.90233,210.4741493,1055.142487,178.0856674,217.7919601,574.4970245,195.5410466,335.062966,197.9975048,12021.54115,2584.895637,9191.370114
HMO_assay-2020-11-22,NS6 18 PEC AN,0,2102.671477,393.3331573,372.3322924,122.1650806,277.0630358,2109.019847,221.6484429,1045.124773,1516.270664,35.07062188,119.3417243,189.9078077,977.6949795,146.7018895,214.6151678,539.2367919,185.9889851,306.8687982,181.4584025,11056.51394,2364.529597,8510.274373
HMO_assay-2020-11-22,NS6 18 PEC AN,48,1808.507908,406.7950209,383.0427107,115.6160415,290.7422418,2288.534164,244.7217564,1043.128197,1363.611944,46.46651376,169.1835313,188.2875733,982.0248179,163.0040632,169.5420468,549.5580943,191.658137,257.1204013,173.5538432,10835.09901,2231.68864,8053.786072
HMO_assay-2020-11-05,NS6 2 FCC AN,0,2426.846228,459.6296293,450.717026,146.1726096,320.2335918,2277.781251,243.1053254,1109.728936,1681.946628,35.04383919,138.4777737,190.0573523,1122.781704,163.7682369,211.1931292,570.2887306,197.3240394,339.8921499,193.141088,12278.12927,2587.938478,9555.932847
HMO_assay-2020-11-05,NS6 2 FCC AN,48,2370.509066,463.6830534,463.9487831,142.0070725,310.136,2185.401393,235.9168123,1063.611935,1640.259505,53.74810038,152.7999478,190.3703991,1080.998207,175.8079085,190.1195248,560.9304161,195.5028902,327.9243786,183.0121738,11986.68757,2519.367285,9317.682795
HMO_assay-2020-11-05,NS6 20 GAM AN,0,2412.720859,437.8666896,464.8779255,147.3459769,320.850257,2220.456852,236.8064602,1117.064215,1653.005588,43.21673183,134.6267311,198.4742204,1101.092303,182.6035303,211.4398731,558.4211224,197.3944742,333.3091573,196.6345748,12168.20754,2601.596344,9447.269872
HMO_assay-2020-11-05,NS6 20 GAM AN,48,2361.700825,465.6527099,365.8538832,75.86027089,304.9238385,2301.793329,233.8243152,1109.029312,1687.291809,15.13192761,334.4282831,195.9655453,1107.84723,170.2695307,55.07934645,558.7556697,235.6524816,319.6717581,193.1266686,12091.85873,2336.927096,9355.953977
HMO_assay-2020-11-12,NS6 34 NA AN,0,2070.219785,399.3481647,320.2263576,137.3533904,257.9509694,2162.934528,259.64821,1072.274916,1576.319149,51.57956576,170.477224,182.0916868,988.3329235,182.6824189,144.5664801,568.8090919,189.4303021,314.3717161,163.8015827,11212.41846,2176.225796,8683.155621
HMO_assay-2020-11-12,NS6 34 NA AN,48,1907.043036,388.4358973,325.3032948,124.71262,216.853931,1493.320317,232.7612625,1029.845379,1604.651001,43.01663572,174.4866985,184.0115449,1003.5372,153.0036763,136.4629389,546.6250445,190.1966304,321.0833404,165.9253099,10241.27576,2147.598648,8477.593234
HMO_assay-2020-11-03,NS6 44 BHI AN,0,2071.679853,385.9731875,350.5426906,105.3408433,343.9503254,2138.398261,245.3136361,1100.084907,1697.993386,80.18183664,158.8082063,211.111822,1125.608334,188.2106688,271.538917,569.4056677,186.8252789,329.6317366,209.8916379,11770.4912,2686.537628,9070.499487
HMO_assay-2020-11-03,NS6 44 BHI AN,48,2057.53196,380.0767374,360.6935664,136.339301,245.04321,2181.093425,181.2106937,1131.338156,1677.172856,74.25863599,134.5794296,193.9460419,1120.500262,186.2963265,220.1534357,547.8145147,197.1658445,318.1399496,201.6998399,11545.05419,2414.248698,9094.343624
HMO_assay-2020-11-26,NS6 5 GAM AER,0,2224.60831,410.9036235,403.8497951,131.070909,257.2352199,2319.236992,239.9794229,1132.131707,1639.574331,42.07358852,126.0564267,215.4376841,1061.719111,163.0764458,236.3652183,565.2648392,194.0202457,322.6853984,196.4850639,11881.77433,2513.650487,9110.86233
HMO_assay-2020-11-26,NS6 5 GAM AER,48,2100.393382,389.4715322,378.5607904,110.4114276,255.9116504,2126.313274,228.9084081,1049.751235,1524.679602,39.26550148,121.2029196,201.4987217,986.0052215,147.0132042,218.3810165,518.4998056,180.9351262,300.5314907,182.6551038,11060.38941,2360.309304,8477.296099
HMO_assay-2020-11-01,NS6 5 NA AER,0,2169.739327,404.5153558,412.8878843,94.05897928,262.5480132,2197.692764,227.8946384,1073.684204,1588.674143,47.89581465,150.0366941,197.8444824,994.2929147,163.5618194,207.6829742,547.4469035,185.125058,314.8289818,182.4034529,11422.8144,2433.147892,8693.738634
HMO_assay-2020-11-01,NS6 5 NA AER,48,2237.295096,418.8715467,436.7597369,90.51403535,261.6833809,2310.545073,249.8796636,1115.121079,1691.838556,57.27287614,141.9491732,195.175388,1041.87401,170.8187974,210.6760289,568.9364569,190.8922161,330.745656,193.6367788,11914.48555,2505.684606,9066.64179
HMO_assay-2020-11-03,NS6 6 FAA AN,0,2118.115339,374.7075498,389.9259201,131.6471128,240.6596695,2248.204544,243.3118611,1193.872417,1694.997408,82.96344763,125.5428554,198.5824944,1106.455884,172.0055311,217.2435029,568.9725997,207.8657632,312.6604485,204.3579537,11832.0923,2423.23475,9238.22673
HMO_assay-2020-11-03,NS6 6 FAA AN,48,2105.888538,377.1429429,387.1347087,113.4000518,282.7301269,2206.220054,225.1071418,1141.242632,1684.854537,63.09296711,138.736283,213.0010161,1123.25467,166.4787639,224.9407854,559.6161627,248.4660576,338.2201319,207.4181594,11806.94573,2562.760288,9240.29947
HMO_assay-2020-11-01,NS6 8 GAM AER,0,2229.222735,421.7731508,422.9614677,85.01951703,268.9404969,2258.163037,229.9857162,1062.626228,1595.630643,33.89585719,128.8176561,202.363578,1004.412305,162.9327036,210.8571606,543.2507923,183.6106482,314.9779899,184.0683314,11543.51001,2442.890163,8747.462336
HMO_assay-2020-11-01,NS6 8 GAM AER,48,2143.793426,407.3888357,419.2727888,89.94485254,271.8786068,2237.480513,240.4544271,1038.197791,1619.127385,59.30546824,134.7569274,202.9682845,1011.826929,164.9567523,204.1249671,549.5133856,189.6056099,321.292498,188.8536472,11494.74309,2457.418832,8721.373572
HMO_assay-2020-11-01,NS6 8 NB AN,0,2216.152452,414.592327,423.6390841,94.32340279,282.2235554,2230.786075,232.3262337,1049.096319,1618.920835,44.20489748,135.5486914,204.519081,1019.297642,167.0242016,209.9830662,557.6890663,187.2114703,325.2322118,184.2133975,11596.98401,2484.787763,8827.553139
HMO_assay-2020-11-01,NS6 8 NB AN,48,2187.907973,424.0122581,433.445948,84.85805993,274.5187884,2256.402232,210.1507013,1058.761521,1646.142965,51.15584579,137.4333606,200.9654007,1019.87938,168.1705253,205.1988838,556.0962801,190.6395493,328.3992814,188.701111,11622.84007,2490.96205,8843.230103
HMO_assay-2020-11-03,NS6 90 TSA AN,0,2158.557144,397.8351568,382.9703571,139.9760645,263.2886095,2311.164967,250.5645488,1157.717094,1705.520755,49.32554675,147.1728048,231.498331,1143.414234,166.1335413,221.2155565,581.6533953,202.9858805,340.5049693,204.4768438,12055.9758,2557.324842,9363.86642
HMO_assay-2020-11-03,NS6 90 TSA AN,48,1962.447974,473.0127939,378.6641144,150.6833198,247.8769999,1576.513545,96.18596952,1104.848105,1706.141765,254.3570434,119.6019222,203.8876804,1151.959396,94.06659923,206.8821296,412.9272757,181.5203023,310.2301565,202.5705441,10834.37764,2389.396377,9192.29115
HMO_assay-2020-11-12,S2 1 CNA AER,0,2081.485256,379.2774277,331.1112532,119.3795927,211.5503762,2256.300438,246.556521,1076.186637,1579.48198,39.5965976,178.8303122,182.5659531,1005.883877,174.3303535,145.4963891,593.5923096,196.0075907,319.332807,165.1774722,11282.14314,2164.071231,8711.495135
HMO_assay-2020-11-12,S2 1 CNA AER,48,2051.05204,390.7453716,335.683177,117.0451861,237.9081579,2208.206088,251.1223065,1079.071507,1585.659429,38.68996482,164.0282392,185.7868873,1008.985704,167.3859122,161.1070108,570.0977695,196.1080879,317.3412804,170.9503183,11236.97444,2222.20368,8676.93532
HMO_assay-2020-11-26,S2 1 FAA AN,0,2184.496091,407.4341872,448.4690973,126.2520126,269.3380865,2143.492782,215.1431328,1039.417248,1581.407183,42.55458699,113.3138329,189.8719552,1044.041411,153.9239006,224.2215988,528.2831176,178.5941428,310.9658736,182.479439,11383.69968,2456.326795,8792.33342
HMO_assay-2020-11-26,S2 1 FAA AN,48,2155.313589,404.9115105,429.8546391,132.8444042,284.5507816,2133.364525,223.4743384,1038.428089,1573.273622,38.06456015,112.1447455,186.1056695,1037.075857,149.2042096,221.7572564,531.2183015,177.466362,309.7602399,180.5708824,11319.38358,2436.832593,8745.74316
HMO_assay-2020-11-10,S2 1 FMU AER,0,2547.00416,486.4154528,427.6490952,160.1427586,311.6994954,2500.989072,253.5530911,1250.401535,1859.797765,49.78254963,197.0790531,210.740235,1196.840484,196.880055,175.3514032,697.9017074,234.3442103,389.8824343,201.9972814,13348.45184,2681.630116,10463.84051
HMO_assay-2020-11-10,S2 1 FMU AER,48,2621.708167,479.2179262,467.4876912,122.6066571,323.7343484,2555.45348,268.6447897,1262.60055,1868.994239,56.62054073,197.0171128,212.7344031,1191.719889,197.9124559,169.5802278,690.2612656,231.1906668,385.990656,195.7333826,13499.20845,2703.582088,10456.42777
HMO_assay-2020-11-01,S2 1 GAM AN,0,2206.729851,415.0218783,405.637886,111.8529716,287.3783465,2234.202272,225.9410815,1056.045868,1606.988408,42.46367555,138.5516921,202.5431127,1014.233953,164.995703,203.1507329,553.9547826,188.0473682,325.4445914,182.6240045,11565.80818,2456.549695,8834.91764
HMO_assay-2020-11-01,S2 1 GAM AN,48,2207.184709,428.9216821,434.548901,88.21954332,275.4694885,2259.031792,241.7540898,1105.450166,1633.682766,43.02560167,144.5790649,200.2676431,1025.264436,175.5215068,200.6118216,572.6563279,192.4414136,330.0500641,185.7473887,11744.4284,2487.683646,8932.822102
HMO_assay-2020-11-03,S2 1 MRS AN,0,2091.499657,428.7197815,372.1454476,135.4509543,279.8941012,2251.606067,241.5308569,1176.725245,1687.921051,65.02359302,153.3996604,199.9563273,1114.648269,163.1475749,213.1817625,554.8432469,195.8086888,319.3331301,196.0954951,11840.93091,2462.616312,9215.88153
HMO_assay-2020-11-03,S2 1 MRS AN,48,2144.469765,284.6347028,381.0594356,147.0119509,244.3562843,2376.039859,252.6764099,1168.521392,1701.63991,50.74786939,140.6423645,204.9585193,1138.37032,168.7280254,213.847043,560.1018439,201.5115435,325.2077911,199.4519439,11903.97697,2448.03016,9209.110903
HMO_assay-2020-11-12,S2 1 YPD AN,0,2092.058004,399.8608228,340.7820499,113.3534095,246.9087379,2272.185611,271.1750687,1107.490961,1625.538535,40.55687204,192.6350339,183.3692758,1025.521663,184.560499,122.9263631,599.6748325,196.8806997,326.0453191,163.8827652,11505.40652,2189.403992,8862.736891
HMO_assay-2020-11-12,S2 1 YPD AN,48,90.48307794,302.1491028,225.5089884,117.2541757,191.6295474,3046.264561,226.2783317,791.7617038,886.6252106,50.75572418,209.3635033,161.2816194,892.4865827,290.420848,97.41295272,498.0434507,164.5914661,141.6197255,97.21631661,8481.146888,1460.281648,5110.102444
HMO_assay-2020-10-30,S2 10 TSA AN,0,2119.514755,402.5380757,391.6591189,155.1522971,279.663033,2191.809726,217.7606391,1136.771539,1635.841176,31.61654255,116.766725,197.6239921,1093.474317,174.7413414,224.0674858,615.9066884,206.4372088,354.4795179,209.7802994,11755.60448,2562.367475,9206.795941
HMO_assay-2020-10-30,S2 10 TSA AN,48,2134.144692,396.1257697,378.8163652,143.9842207,255.0478709,2248.119857,212.8383848,1187.740319,1648.92232,33.85182048,139.6905092,198.3379211,1095.389382,177.5327809,218.8383323,600.7269879,206.1893568,356.4343631,211.5052194,11844.23647,2545.448496,9249.072191
HMO_assay-2020-11-22,S2 2 FAA-NB AN,0,2495.789794,366.4718968,431.1517447,140.1130196,291.4813853,2300.135379,227.7276004,1138.898874,1603.047485,41.85357008,81.82872397,211.250435,975.5130009,148.8077626,268.2037527,512.1736469,176.8692421,292.9979254,184.8701409,11889.18538,2507.855927,9036.223717
HMO_assay-2020-11-22,S2 2 FAA-NB AN,48,1840.54895,492.2450514,400.0910968,114.0512044,252.7685329,805.3287523,156.6140448,935.4906838,1599.438162,42.60624583,146.6374039,193.2714008,998.0091028,74.35409941,177.3825521,344.730766,189.7327961,311.2589801,182.0060597,9256.565885,2334.063618,8169.905045
HMO_assay-2020-11-10,S2 2 GCNB AN,0,2247.499251,443.362582,347.3214088,124.1124896,270.6454334,2195.709168,231.917973,1077.741276,1559.592278,38.48407537,168.1088394,174.8598613,999.4499309,167.2985414,147.4618751,585.5922453,192.7905851,324.7599467,166.8860961,11463.59386,2239.151379,8909.737667
HMO_assay-2020-11-10,S2 2 GCNB AN,48,2221.035668,418.7883558,344.8397274,124.1235246,249.8361358,2214.959438,228.6720883,1071.550086,1579.102219,44.57181867,174.108128,174.648457,1000.056,166.9751746,143.9114708,579.8559646,195.0260561,323.1335886,168.0109072,11423.20481,2213.544381,8876.448861
HMO_assay-2020-11-22,S2 2 PEC AER,0,2315.3125,373.2448518,428.8759541,160.5942008,295.1560277,2213.20753,223.2628423,1047.623597,1571.377833,40.89698091,111.411224,203.6526828,986.5120021,157.5541008,238.9746694,558.4001543,193.9259243,318.1740034,197.0571945,11635.21427,2547.507623,8907.094175
HMO_assay-2020-11-22,S2 2 PEC AER,48,2274.662674,362.7269018,446.5417084,131.6864782,271.9072935,2234.945893,234.1740257,1071.873827,1583.465261,42.09604067,115.8397583,206.435689,989.8969225,157.0284523,235.0299984,556.8578135,193.1931574,313.727218,198.3454802,11620.43459,2534.929842,8834.962852
HMO_assay-2020-11-01,S2 2 YPD AER,0,2194.274387,420.7387777,424.1429566,94.43189735,264.7590551,2245.082862,223.7601184,1077.196482,1619.859594,56.14355586,143.305567,205.2673291,1010.329435,162.2208056,210.6084506,556.7877997,188.6044735,323.1974028,189.9117451,11610.62269,2484.910105,8834.929611
HMO_assay-2020-11-01,S2 2 YPD AER,48,2161.420357,407.7299312,412.6555578,103.5880377,280.8828645,2194.573233,203.7581605,1093.417303,1596.837679,42.95012299,134.506313,199.7210582,1007.72607,164.3142605,206.0674918,551.5174911,188.4081357,321.3808095,188.1404513,11459.59533,2458.943299,8774.698182
HMO_assay-2020-11-01,S2 2 YPD AN,0,2213.18083,429.3244903,412.7451789,108.031172,264.9586709,2270.029613,223.3761715,1068.496125,1629.39704,43.38029098,136.5303163,210.0627968,1022.488622,170.9271451,209.1544717,553.6411605,189.8619116,324.435099,188.2225886,11668.24369,2467.921281,8902.618446
HMO_assay-2020-11-01,S2 2 YPD AN,48,2261.977781,424.795563,422.859634,112.4697993,250.8216157,2349.578059,233.6685755,1093.374032,1660.458979,48.57845742,147.3411945,203.2964367,1048.131389,171.2699313,206.607526,569.1075324,196.0116394,329.5241349,194.09099,11923.96327,2484.764183,9101.042136
HMO_assay-2020-11-03,S2 3 TSA AN,0,2141.156668,396.3264968,395.566676,133.1687062,267.6904721,2266.681871,244.6335611,1151.03994,1664.687976,50.33356585,128.8587897,232.464741,1128.178909,176.4340603,221.9975191,562.2459885,201.0483366,330.5372488,206.2963705,11899.3479,2542.242956,9221.119788
HMO_assay-2020-11-03,S2 3 TSA AN,48,2116.876786,390.4411248,380.7296537,138.7509218,255.3266238,2301.539382,141.8075391,1185.118843,1722.920752,72.30371827,141.0536778,227.5317346,1151.934638,127.8971136,223.5080622,569.6215113,200.6578604,329.7298519,221.8394139,11899.58921,2554.796346,9369.699428
HMO_assay-2020-11-03,S2 4 CNA AN,0,2094.005146,387.7355794,384.1165595,116.1069746,302.4545502,2217.264613,262.5148884,1143.097241,1700.059221,65.24433179,140.6442264,219.294409,1118.386755,170.0846255,216.5376341,579.5499888,197.3659533,321.5067653,205.99469,11841.96415,2534.587924,9154.917639
HMO_assay-2020-11-03,S2 4 CNA AN,48,2025.260398,406.3599624,408.7665748,108.9913351,243.6611769,2199.702692,239.709604,1139.581635,1687.542883,58.87607642,140.3173004,211.1737047,1121.354545,166.7021471,204.9884325,550.074746,193.0512246,304.888412,205.0517001,11616.05455,2433.775846,9019.378324
HMO_assay-2020-11-22,S2 5 FMU AN,0,2114.29722,397.483425,379.5417434,118.9107914,259.0132971,2133.084995,226.2054382,1048.853257,1539.427904,47.66349059,110.2591572,193.3780016,980.9736671,155.028204,224.237921,531.3262867,185.2641046,306.4304735,186.7399226,11138.1193,2377.008834,8555.779183
HMO_assay-2020-11-22,S2 5 FMU AN,48,2131.063655,402.9615877,391.2044672,118.8646183,298.477927,2144.657973,222.2120863,1064.478897,1573.026616,45.47236968,117.4157713,201.5129739,1002.753325,159.6955076,223.6821065,546.9176963,188.9253781,313.8599976,187.2571544,11334.44011,2458.209656,8698.867463
HMO_assay-2020-11-10,S2 5 MRS AN,0,2286.282843,427.8540728,352.9559961,125.3231246,265.9581735,2239.911387,237.5398676,1090.088734,1602.465813,39.7846478,178.6359212,174.422844,1010.886255,173.0663483,139.2721839,591.0092517,196.9981385,326.565561,170.8052638,11629.82643,2245.258952,9030.465959
HMO_assay-2020-11-10,S2 5 MRS AN,48,2370.1346,438.9700142,362.8555086,128.7077074,270.2660057,2345.650549,262.2564406,1130.047876,1662.423531,40.8294725,198.3376236,180.2907092,1057.512803,180.4809599,138.5636323,622.5342342,207.7417348,341.9466245,172.4250749,12111.9751,2317.62051,9394.810845
HMO_assay-2020-10-30,S2 6 PEC AN,0,2061.319323,379.7770752,374.3719802,112.2391191,246.7362638,2183.368068,237.081954,1060.236237,1568.661375,28.20759166,138.0275258,200.4189674,1031.908189,167.8882324,207.2227759,585.2356384,194.7655472,343.9578479,191.0241437,11312.44785,2443.964272,8705.220799
